ENNADAI,61.13328269,-100.883336
GJOA HAVEN,68.63329002,-95.91666244
GRISE FIORD,76.44165061,-82.94998621
HALL BEACH,68.76746684,-81.23608303
IGLOOLIK,69.25653506,-81.79359213
IQALUIT,63.75045938,-68.50019175
KIMMIRUT,62.85002545,-69.88331608
KUGLUKTUK,67.79866282,-115.1253504
PANGNIRTUNG,66.13331341,-65.75002832
POND INLET,72.68498069,-78.00005579
RANKIN INLET,62.81666831,-92.09531946
REPULSE BAY,66.52946689,-86.28293502
RESOLUTE,74.68333417,-94.90000615
TALOYOAK,69.5333126,-93.53331954
BIGGAR,52.05040041,-107.9832902
HUDSON BAY,52.8504291,-102.3832961
KINDERSLEY,51.46697349,-109.1332976
LA RONGE,55.10000755,-105.3000173
MEADOW LAKE,54.13011843,-108.4347356
MELVILLE,50.93331097,-102.7999891
MOOSE JAW,50.39998435,-105.5500021
NORTH BATTLEFORD,52.76663576,-108.2833494
PRINCE ALBERT,53.20002016,-105.7499899
REGINA,50.45003298,-104.6170099
SASKATOON,52.17003135,-106.6699854
STONY RAPIDS,59.26657493,-105.8332664
SWIFT CURRENT,50.28373822,-107.766611
URANIUM CITY,59.56655662,-108.6165849
WEYBURN,49.66656659,-103.8500025
YORKTON,51.21706626,-102.4665469
BURWASH LANDING,61.35037539,-139.0000017
DAWSON CITY,64.0666437,-139.4166687
WATSON LAKE,60.1166264,-128.80003
WHITEHORSE,60.71671897,-135.0499844
CHARLOTTETOWN,46.24928164,-63.13132512
AMOS,48.56663373,-78.11666366
BAIE COMEAU,49.22266604,-68.15799504
CAP CHAT,49.09996035,-66.68330469
CHEVERY,50.48132306,-59.60978296
CHICOUTIMI,48.43330853,-71.06670638
DOLBEAU,48.86658958,-72.23332768
DRUMMONDVILLE,45.88333498,-72.4833641
EASTMAIN,52.23333498,-78.51669092
GASPE,48.83731488,-64.49336084
INUKJUAK,58.47000856,-78.13599064
IVUGIVIK,62.41664105,-77.89998438
JOLIETTE,46.03332583,-73.43330611
KANGIRSUK,60.02482322,-69.99909713
KUUJJUAQ,58.10000531,-68.39999577
KUUJJUARAPIK,55.28149518,-77.76583236
LA SARRE,48.8000045,-79.20003422
MATAGAMI,49.75038576,-77.63328231
MINGAN,50.3017589,-64.01726532
MISTASSINI,50.41706341,-73.86658716
MONT LAURIER,46.55037437,-75.50002751
MONTREAL,45.49999921,-73.58329696
NATASHQUAN,50.19134076,-61.81065637
PEMBROKE,45.85026206,-77.11664718
PORT MENIER,49.82257774,-64.34799504
QUEBEC,46.83996909,-71.24561019
RADISSON,53.78362795,-77.61656498
RIMOUSKI,48.43374778,-68.51668115
RIVIERE DU LOUP,47.83329348,-69.53331161
ROUYN NORANDA,48.25001223,-79.03324854
SAINT GEORGES,46.117145,-70.66665328
SALLUIT,62.18259849,-75.65950098
SCHEFFERVILLE,54.80000002,-66.81665572
SEPT ILES,50.31608767,-66.36001693
SHAWINIGAN,46.55037437,-72.733323
SHERBROOKE,45.40000531,-71.89998885
ST AUGUSTIN,51.2423102,-58.64699935
ST. JEROME,45.7666496,-73.99998987
TROIS RIVIERES,46.34997316,-72.54994918
VAL D'OR,48.11663535,-77.76663334
VICTORIAVILLE,46.05040489,-71.96667729
